"id","parent_id/id","code","name","vat_affected","tax_category","internet_available","active"
eco_acti_464902,,464902,Venta al por mayor de artículos eléctricos y electrónicos para el hogar,SI,1,1,1
eco_acti_464903,,464903,"Venta al por mayor de artículos de perfumería, de tocador y cosméticos",SI,1,1,1
eco_acti_464904,,464904,Venta al por mayor de artículos de papelería y escritorio,SI,1,1,1
eco_acti_464905,,464905,Venta al por mayor de libros,SI,1,1,1
eco_acti_464906,,464906,Venta al por mayor de diarios y revistas,SI,1,1,1
eco_acti_464907,,464907,Venta al por mayor de productos farmacéuticos y medicinales ,SI,1,1,1
eco_acti_464908,,464908,Venta al por mayor de instrumentos científicos y quirúrgicos,SI,1,1,1
eco_acti_464909,,464909,Venta al por mayor de otros enseres domésticos n.c.p.,SI,1,1,1
eco_acti_465100,,465100,"Venta al por mayor de computadores, equipo periférico y programas informáticos",SI,1,1,1
eco_acti_465200,,465200,"Venta al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",SI,1,1,1
eco_acti_465300,,465300,"Venta al por mayor de maquinaria, equipo y materiales agropecuarios",SI,1,1,1
eco_acti_465901,,465901,"Venta al por mayor de maquinaria metalúrgica, para la minería, extracción de petróleo y construcción",SI,1,1,1
eco_acti_465902,,465902,"Venta al por mayor de maquinaria para la elaboración de alimentos, bebidas y tabaco",SI,1,1,1
eco_acti_465903,,465903,"Venta al por mayor de maquinaria para la industria textil, del cuero y del calzado",SI,1,1,1
eco_acti_465904,,465904,Venta al por mayor de maquinaria y equipo de oficina; venta al por mayor de muebles de oficina,SI,1,1,1
eco_acti_465905,,465905,"Venta al por mayor de equipo de transporte(excepto vehículos automotores, motocicletas y bicicletas)",SI,1,1,1
eco_acti_465909,,465909,Venta al por mayor de otros tipos de maquinaria y equipo n.c.p.,SI,1,1,1
eco_acti_466100,,466100,"Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos",SI,1,1,1
eco_acti_466200,,466200,Venta al por mayor de metales y minerales metalíferos,SI,1,1,1
eco_acti_466301,,466301,Venta al por mayor de madera en bruto y productos primarios de la elaboración de madera,SI,1,1,1
eco_acti_466302,,466302,"Venta al por mayor de materiales de construcción, artículos de ferretería, gasfitería y calefacción",SI,1,1,1
eco_acti_466901,,466901,Venta al por mayor de productos químicos,SI,1,1,1
eco_acti_466902,,466902,Venta al por mayor de desechos metálicos (chatarra),SI,1,1,1
eco_acti_466909,,466909,"Venta al por mayor de desperdicios, desechos y otros productos n.c.p.",SI,1,0,1
eco_acti_469000,,469000,Venta al por mayor no especializada,SI,1,0,1
eco_acti_471100,,471100,"Venta al por menor en comercios de alimentos, bebidas o tabaco (supermercados e hipermercados)",SI,1,1,1
eco_acti_471910,,471910,Venta al por menor en comercios de vestuario y productos para el hogar (grandes tiendas),SI,1,1,1
eco_acti_471990,,471990,Otras actividades de venta al por menor en comercios no especializados n.c.p.,SI,1,1,1
eco_acti_472101,,472101,Venta al por menor de alimentos en comercios especializados (almacenes pequeños y minimarket),SI,1,1,1
eco_acti_472102,,472102,Venta al por menor en comercios especializados de carne y productos cárnicos ,SI,1,1,1
eco_acti_472103,,472103,Venta al por menor en comercios especializados de frutas y verduras (verdulerías),SI,1,1,1
eco_acti_472104,,472104,"Venta al por menor en comercios especializados de pescado, mariscos y productos conexos",SI,1,1,1
eco_acti_472105,,472105,Venta al por menor en comercios especializados de productos de panadería y pastelería,SI,1,1,1
eco_acti_472109,,472109,"Venta al por menor en comercios especializados de huevos, confites y productos alimenticios n.c.p.",SI,1,1,1
eco_acti_472200,,472200,Venta al por menor de bebidas alcohólicas y no alcohólicas en comercios especializados (botillerías),SI,1,1,1
eco_acti_472300,,472300,Venta al por menor de tabaco y productos de tabaco en comercios especializados,SI,1,1,1
eco_acti_473000,,473000,Venta al por menor de combustibles para vehículos automotores en comercios especializados,SI,1,1,1
eco_acti_474100,,474100,"Venta al por menor de computadores, equipo periférico, programas informáticos y equipo de telecom.",SI,1,1,1
eco_acti_474200,,474200,Venta al por menor de equipo de sonido y de video en comercios especializados,SI,1,1,1
eco_acti_475100,,475100,"Venta al por menor de telas, lanas, hilos y similares en comercios especializados",SI,1,1,1
eco_acti_475201,,475201,Venta al por menor de artículos de ferretería y materiales de construcción ,SI,1,1,1
eco_acti_475202,,475202,"Venta al por menor de pinturas, barnices y lacas en comercios especializados",SI,1,1,1
eco_acti_475203,,475203,Venta al por menor de productos de vidrio en comercios especializados,SI,1,1,1
eco_acti_475300,,475300,"Venta al por menor de tapices, alfombras y cubrimientos para paredes y pisos",SI,1,1,1
eco_acti_475901,,475901,Venta al por menor de muebles y colchones en comercios especializados,SI,1,1,1
eco_acti_475902,,475902,Venta al por menor de instrumentos musicales en comercios especializados,SI,1,1,1
eco_acti_475909,,475909,"Venta al por menor de aparatos eléctricos, textiles para el hogar y otros enseres domésticos n.c.p.",SI,1,1,1
eco_acti_476101,,476101,Venta al por menor de libros en comercios especializados,SI,1,1,1
eco_acti_476102,,476102,Venta al por menor de diarios y revistas en comercios especializados,SI,1,1,1
eco_acti_476103,,476103,Venta al por menor de artículos de papelería y escritorio en comercios especializados,SI,1,1,1
eco_acti_476200,,476200,Venta al por menor de grabaciones de música y de video en comercios especializados,SI,1,1,1
eco_acti_476301,,476301,Venta al por menor de artículos de caza y pesca en comercios especializados,SI,1,1,1
eco_acti_476302,,476302,Venta al por menor de bicicletas y sus repuestos en comercios especializados,SI,1,1,1
eco_acti_476309,,476309,Venta al por menor de otros artículos y equipos de deporte n.c.p.,SI,1,1,1
eco_acti_476400,,476400,Venta al por menor de juegos y juguetes en comercios especializados,SI,1,1,1
eco_acti_477101,,477101,Venta al por menor de calzado en comercios especializados,SI,1,1,1
eco_acti_477102,,477102,Venta al por menor de prendas y accesorios de vestir en comercios especializados,SI,1,1,1
eco_acti_477103,,477103,"Venta al por menor de carteras, maletas y otros accesorios de viaje en comercios especializados",SI,1,1,1
eco_acti_477201,,477201,Venta al por menor de productos farmacéuticos y medicinales en comercios especializados,SI,1,1,1
eco_acti_477202,,477202,Venta al por menor de artículos ortopédicos en comercios especializados,SI,1,1,1
eco_acti_477203,,477203,"Venta al por menor de artículos de perfumería, de tocador y cosméticos en comercios especializados",SI,1,1,1
eco_acti_477310,,477310,Venta al por menor de gas licuado en bombonas (cilindros) en comercios especializados,SI,1,1,1
eco_acti_477391,,477391,Venta al por menor de alimento y accesorios para mascotas en comercios especializados,SI,1,1,1
eco_acti_477392,,477392,Venta al por menor de armas y municiones en comercios especializados,SI,1,1,1
eco_acti_477393,,477393,Venta al por menor de artículos ópticos en comercios especializados,SI,1,1,1
eco_acti_477394,,477394,"Venta al por menor de artículos de joyería, bisutería y relojería en comercios especializados",SI,1,1,1
eco_acti_477395,,477395,"Venta al por menor de carbón, leña y otros combustibles de uso doméstico en comercios especializados",SI,1,1,1
eco_acti_477396,,477396,"Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados",SI,1,1,1
eco_acti_477397,,477397,"Venta al por menor de flores, plantas, arboles, semillas y abonos en comercios especializados",SI,1,1,1
eco_acti_477398,,477398,Venta al por menor de mascotas en comercios especializados,SI,1,1,1
eco_acti_477399,,477399,Venta al por menor de otros productos en comercios especializados n.c.p.,SI,1,1,1
eco_acti_477401,,477401,Venta al por menor de antigüedades en comercios,SI,1,1,1
eco_acti_477402,,477402,Venta al por menor de ropa usada en comercios,SI,1,1,1
eco_acti_477409,,477409,Venta al por menor de otros artículos de segunda mano en comercios n.c.p.,SI,1,1,1
eco_acti_478100,,478100,"Venta al por menor de alimentos, bebidas y tabaco en puestos de venta y mercados (incluye ferias)",SI,1,1,1
eco_acti_478200,,478200,"Venta al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y mercados",SI,1,1,1
eco_acti_478900,,478900,Venta al por menor de otros productos en puestos de venta y mercados (incluye ferias),SI,1,1,1
eco_acti_479100,,479100,"Venta al por menor por correo, por internet y vía telefónica",SI,1,1,1
eco_acti_479901,,479901,Venta al por menor realizada por independientes en la locomoción colectiva (ley 20.388),SI,1,1,1
eco_acti_479902,,479902,Venta al por menor mediante maquinas expendedoras,SI,1,1,1
eco_acti_479903,,479903,Venta al por menor por comisionistas (no dependientes de comercios),SI,1,1,1
eco_acti_479909,,479909,"Otras actividades de venta por menor no realizadas en comercios, puestos de venta o mercados n.c.p.",SI,1,1,1
eco_acti_491100,,491100,Transporte interurbano de pasajeros por ferrocarril,SI,1,1,1
eco_acti_491200,,491200,Transporte de carga por ferrocarril,SI,1,1,1
eco_acti_492110,,492110,Transporte urbano y suburbano de pasajeros vía metro y metrotren,NO,1,1,1
eco_acti_492120,,492120,Transporte urbano y suburbano de pasajeros vía locomoción colectiva,NO,1,1,1
eco_acti_492130,,492130,Transporte de pasajeros vía taxi colectivo,NO,1,1,1
eco_acti_492190,,492190,Otras actividades de transporte urbano y suburbano de pasajeros por vía terrestre n.c.p.,NO,1,1,1
eco_acti_492210,,492210,Servicios de transporte de escolares,NO,1,1,1
eco_acti_492220,,492220,Servicios de transporte de trabajadores,NO,1,1,1
eco_acti_492230,,492230,Servicios de transporte de pasajeros en taxis libres y radiotaxis,NO,1,1,1
eco_acti_492240,,492240,Servicios de transporte a turistas,NO,1,1,1
eco_acti_492250,,492250,Transporte de pasajeros en buses interurbanos ,NO,1,1,1
eco_acti_492290,,492290,Otras actividades de transporte de pasajeros por vía terrestre n.c.p.,NO,1,1,1
eco_acti_492300,,492300,Transporte de carga por carretera,SI,1,1,1
eco_acti_493010,,493010,Transporte por oleoductos,SI,1,1,1
eco_acti_493020,,493020,Transporte por gasoductos,SI,1,1,1
eco_acti_493090,,493090,Otras actividades de transporte por tuberías n.c.p.,SI,1,1,1
eco_acti_501100,,501100,Transporte de pasajeros marítimo y de cabotaje,SI,1,1,1
eco_acti_501200,,501200,Transporte de carga marítimo y de cabotaje,SI,1,1,1
eco_acti_502100,,502100,Transporte de pasajeros por vías de navegación interiores,SI,1,1,1
eco_acti_502200,,502200,Transporte de carga por vías de navegación interiores,SI,1,1,1
eco_acti_511000,,511000,Transporte de pasajeros por vía aérea,SI,1,1,1
eco_acti_512000,,512000,Transporte de carga por vía aérea,SI,1,1,1
eco_acti_521001,,521001,Explotación de frigoríficos para almacenamiento y depósito,SI,1,1,1
eco_acti_521009,,521009,Otros servicios de almacenamiento y depósito n.c.p.,SI,1,1,1
eco_acti_522110,,522110,Explotación de terminales terrestres de pasajeros,SI,1,1,1
eco_acti_522120,,522120,Explotación de estacionamientos de vehículos automotores y parquímetros,SI,1,1,1
eco_acti_522130,,522130,Servicios prestados por concesionarios de carreteras,SI,1,1,1
eco_acti_522190,,522190,Actividades de servicios vinculadas al transporte terrestre n.c.p.,SI,1,1,1
eco_acti_522200,,522200,Actividades de servicios vinculadas al transporte acuático,SI,1,1,1
eco_acti_522300,,522300,Actividades de servicios vinculadas al transporte aéreo,SI,1,1,1
eco_acti_522400,,522400,Manipulación de la carga,SI,1,1,1
eco_acti_522910,,522910,Agencias de aduanas,ND,1,1,1
eco_acti_522920,,522920,Agencias de naves,ND,1,1,1
eco_acti_522990,,522990,Otras actividades de apoyo al transporte n.c.p.,ND,1,1,1
eco_acti_531000,,531000,Actividades postales,ND,1,1,1
eco_acti_532000,,532000,Actividades de mensajería,ND,1,1,1
eco_acti_551001,,551001,Actividades de hoteles,SI,1,1,1
eco_acti_551002,,551002,Actividades de moteles,SI,1,1,1
eco_acti_551003,,551003,Actividades de residenciales para turistas,SI,1,1,1
eco_acti_551009,,551009,Otras actividades de alojamiento para turistas n.c.p.,SI,1,1,1
eco_acti_552000,,552000,Actividades de camping y de parques para casas rodantes,SI,1,1,1
eco_acti_559001,,559001,Actividades de residenciales para estudiantes y trabajadores ,SI,1,1,1
eco_acti_559009,,559009,Otras actividades de alojamiento n.c.p.,SI,1,1,1
eco_acti_561000,,561000,Actividades de restaurantes y de servicio móvil de comidas,SI,1,1,1
eco_acti_562100,,562100,Suministro de comidas por encargo (servicios de banquetería),SI,1,1,1
eco_acti_562900,,562900,Suministro industrial de comidas por encargo; concesión de servicios de alimentación ,SI,1,1,1
eco_acti_563001,,563001,"Actividades de discotecas y cabaret (night club), con predominio del servicio de bebidas",SI,1,1,1
eco_acti_563009,,563009,Otras actividades de servicio de bebidas n.c.p.,SI,1,1,1
eco_acti_581100,,581100,Edición de libros,SI,1,1,1
eco_acti_581200,,581200,Edición de directorios y listas de correo,SI,1,1,1
eco_acti_581300,,581300,"Edición de diarios, revistas y otras publicaciones periódicas",SI,1,1,1
eco_acti_581900,,581900,Otras actividades de edición,SI,1,1,1
eco_acti_582000,,582000,Edición de programas informáticos,SI,1,1,1
eco_acti_591100,,591100,"Actividades de producción de películas cinematográficas, videos y programas de televisión",ND,1,1,1
eco_acti_591200,,591200,"Actividades de postproducción de películas cinematográficas, videos y programas de televisión",ND,1,1,1
eco_acti_591300,,591300,"Actividades de distribución de películas cinematográficas, videos y programas de televisión",SI,1,1,1
eco_acti_591400,,591400,Actividades de exhibición de películas cinematográficas y cintas de video,SI,1,1,1
eco_acti_592000,,592000,Actividades de grabación de sonido y edición de música,SI,1,1,1
eco_acti_601000,,601000,Transmisiones de radio,ND,1,1,1
eco_acti_602000,,602000,Programación y transmisiones de televisión,ND,1,1,1
eco_acti_611010,,611010,Telefonía fija,SI,1,1,1
eco_acti_611020,,611020,Telefonía larga distancia,SI,1,1,1
eco_acti_611030,,611030,Televisión de pago por cable,SI,1,1,1
eco_acti_611090,,611090,Otros servicios de telecomunicaciones alámbricas n.c.p.,SI,1,1,1
eco_acti_612010,,612010,Telefonía móvil celular,SI,1,1,1
eco_acti_612020,,612020,Radiocomunicaciones móviles,SI,1,1,1
eco_acti_612030,,612030,Televisión de pago inalámbrica,SI,1,1,1
eco_acti_612090,,612090,Otros servicios de telecomunicaciones inalámbricas n.c.p.,SI,1,1,1
eco_acti_613010,,613010,Telefonía móvil satelital,SI,1,1,1
eco_acti_613020,,613020,Televisión de pago satelital,SI,1,1,1
eco_acti_613090,,613090,Otros servicios de telecomunicaciones por satélite n.c.p.,SI,1,1,1
eco_acti_619010,,619010,Centros de llamados y centros de acceso a internet,SI,1,1,1
eco_acti_619090,,619090,Otras actividades de telecomunicaciones n.c.p.,SI,1,1,1
eco_acti_620100,,620100,Actividades de programación informática,NO,2,1,1
eco_acti_620200,,620200,Actividades de consultoría de informática y de gestión de instalaciones informáticas,ND,1,1,1
eco_acti_620900,,620900,Otras actividades de tecnología de la información y de servicios informáticos,ND,1,1,1
eco_acti_631100,,631100,"Procesamiento de datos, hospedaje y actividades conexas",ND,1,1,1
eco_acti_631200,,631200,Portales web,ND,1,1,1
eco_acti_639100,,639100,Actividades de agencias de noticias,ND,1,1,1
eco_acti_639900,,639900,Otras actividades de servicios de información n.c.p.,SI,1,1,1
eco_acti_641100,,641100,Banca central,SI,1,0,1
eco_acti_641910,,641910,Actividades bancarias,SI,1,0,1
eco_acti_641990,,641990,Otros tipos de intermediación monetaria n.c.p.,SI,1,1,1
eco_acti_642000,,642000,Actividades de sociedades de cartera,NO,1,1,1
eco_acti_643000,,643000,Fondos y sociedades de inversión y entidades financieras similares,NO,1,1,1
eco_acti_649100,,649100,Leasing financiero,SI,1,1,1
eco_acti_649201,,649201,Financieras,SI,1,1,1
eco_acti_649202,,649202,Actividades de crédito prendario,SI,1,1,1
eco_acti_649203,,649203,Cajas de compensación,ND,1,1,1
eco_acti_649209,,649209,Otras actividades de concesión de crédito n.c.p.,SI,1,1,1
eco_acti_649900,,649900,"Otras actividades de servicios financieros, excepto las de seguros y fondos de pensiones n.c.p.",SI,1,1,1
eco_acti_651100,,651100,Seguros de vida,SI,1,0,1
eco_acti_651210,,651210,"Seguros generales, excepto actividades de isapres",SI,1,0,1
eco_acti_651220,,651220,Actividades de isapres,SI,1,0,1
eco_acti_652000,,652000,Reaseguros,SI,1,0,1
eco_acti_653000,,653000,Fondos de pensiones,SI,1,0,1
eco_acti_661100,,661100,Administración de mercados financieros,SI,1,1,1
eco_acti_661201,,661201,Actividades de securitizadoras,SI,1,0,1
eco_acti_661202,,661202,Corredores de bolsa,SI,1,1,1
eco_acti_661203,,661203,Agentes de valores,SI,1,1,1
eco_acti_661204,,661204,Actividades de casas de cambio y operadores de divisa,ND,1,1,1
eco_acti_661209,,661209,Otros servicios de corretaje de valores y commodities n.c.p.,SI,1,1,1
eco_acti_661901,,661901,Actividades de cámaras de compensación,SI,1,1,1
eco_acti_661902,,661902,Administración de tarjetas de crédito,SI,1,1,1
eco_acti_661903,,661903,Empresas de asesoría y consultoría en inversión financiera; sociedades de apoyo al giro,ND,1,1,1
eco_acti_661904,,661904,Actividades de clasificadoras de riesgo,SI,1,1,1
eco_acti_661909,,661909,Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,SI,1,1,1
eco_acti_662100,,662100,Evaluación de riesgos y daños (incluye actividades de liquidadores de seguros),NO,2,1,1
eco_acti_662200,,662200,Actividades de agentes y corredores de seguros,ND,1,1,1
eco_acti_662900,,662900,Otras actividades auxiliares de las actividades de seguros y fondos de pensiones,ND,ND,1,1
eco_acti_663010,,663010,Administradoras de fondos de pensiones (afp),SI,1,0,1
eco_acti_663091,,663091,Administradoras de fondos de inversión,SI,1,1,1
eco_acti_663092,,663092,Administradoras de fondos mutuos,SI,1,1,1
eco_acti_663093,,663093,Administradoras de fices (fondos de inversión de capital extranjero),SI,1,1,1
eco_acti_663094,,663094,Administradoras de fondos para la vivienda,SI,1,1,1
eco_acti_663099,,663099,Administradoras de fondos para otros fines n.c.p.,SI,1,1,1
eco_acti_681011,,681011,Alquiler de bienes inmuebles amoblados o con equipos y maquinarias,SI,1,1,1
eco_acti_681012,,681012,"Compra, venta y alquiler (excepto amoblados) de inmuebles",ND,1,1,1
eco_acti_681020,,681020,Servicios imputados de alquiler de viviendas,ND,1,1,1
eco_acti_682000,,682000,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,ND,ND,1,1
eco_acti_691001,,691001,Servicios de asesoramiento y representación jurídica,NO,2,1,1
eco_acti_691002,,691002,Servicio notarial,NO,2,0,1
eco_acti_691003,,691003,Conservador de bienes raíces,NO,2,0,1
eco_acti_691004,,691004,Receptores judiciales,NO,2,1,1
eco_acti_691009,,691009,Servicios de arbitraje; síndicos de quiebra y peritos judiciales; otras actividades jurídicas n.c.p.,NO,2,1,1
eco_acti_692000,,692000,"Actividades de contabilidad, teneduría de libros y auditoría; consultoría fiscal",NO,2,1,1
eco_acti_701000,,701000,Actividades de oficinas principales,ND,ND,1,1
eco_acti_702000,,702000,Actividades de consultoría de gestión,ND,ND,1,1
eco_acti_711001,,711001,"Servicios de arquitectura (diseño de edificios, dibujo de planos de construcción, entre otros)",NO,2,1,1
eco_acti_711002,,711002,Empresas de servicios de ingeniería y actividades conexas de consultoría técnica ,SI,1,1,1
eco_acti_711003,,711003,Servicios profesionales de ingeniería y actividades conexas de consultoría técnica ,NO,2,1,1
eco_acti_712001,,712001,Actividades de plantas de revisión técnica para vehículos automotores,SI,1,1,1
eco_acti_712009,,712009,Otros servicios de ensayos y análisis técnicos (excepto actividades de plantas de revisión técnica),ND,1,1,1
eco_acti_721000,,721000,Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería,ND,1,1,1
eco_acti_722000,,722000,Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades,ND,1,1,1
eco_acti_731001,,731001,Servicios de publicidad prestados por empresas,SI,1,1,1
eco_acti_731002,,731002,Servicios de publicidad prestados por profesionales,NO,2,1,1
eco_acti_732000,,732000,Estudios de mercado y encuestas de opinión pública,ND,ND,0,1
eco_acti_741001,,741001,Actividades de diseño de vestuario,ND,ND,1,1
eco_acti_741002,,741002,Actividades de diseño y decoración de interiores,ND,ND,1,1
eco_acti_741009,,741009,Otras actividades especializadas de diseño n.c.p.,ND,ND,1,1
eco_acti_742001,,742001,"Servicios de revelado, impresión y ampliación de fotografías",SI,1,1,1
eco_acti_742002,,742002,Servicios y actividades de fotografía ,ND,ND,1,1
eco_acti_742003,,742003,Servicios personales de fotografía ,NO,2,1,1
eco_acti_749001,,749001,Asesoría y gestión en la compra o venta de pequeñas y medianas empresas,ND,1,1,1
eco_acti_749002,,749002,Servicios de traducción e interpretación prestados por empresas,SI,1,1,1
eco_acti_749003,,749003,Servicios personales de traducción e interpretación,NO,2,1,1
eco_acti_749004,,749004,"Actividades de agencias y agentes de representación de actores, deportistas y otras figuras públicas",SI,1,1,1
eco_acti_749009,,749009,"Otras actividades profesionales, científicas y técnicas n.c.p.",NO,2,1,1
eco_acti_750001,,750001,Actividades de clínicas veterinarias,ND,1,1,1
eco_acti_750002,,750002,"Actividades de veterinarios, técnicos y otro personal auxiliar, prestados de forma independiente",NO,2,1,1
eco_acti_771000,,771000,Alquiler de vehículos automotores sin chofer,SI,1,0,1
eco_acti_772100,,772100,Alquiler y arrendamiento de equipo recreativo y deportivo,SI,1,1,1
eco_acti_772200,,772200,Alquiler de cintas de video y discos,SI,1,1,1
eco_acti_772900,,772900,Alquiler de otros efectos personales y enseres domésticos (incluye mobiliario para eventos),SI,1,1,1
eco_acti_773001,,773001,"Alquiler de equipos de transporte sin operario, excepto vehículos automotores",SI,1,1,1
eco_acti_773002,,773002,"Alquiler de maquinaria y equipo agropecuario, forestal, de construcción e ing. civil, sin operarios",SI,1,1,1
eco_acti_773003,,773003,"Alquiler de maquinaria y equipo de oficina, sin operarios (sin servicio administrativo)",SI,1,1,1
eco_acti_773009,,773009,Alquiler de otros tipos de maquinarias y equipos sin operario n.c.p.,SI,1,1,1
eco_acti_774000,,774000,"Arrendamiento de propiedad intelectual y similares, excepto obras protegidas por derechos de autor",NO,1,1,1
eco_acti_781000,,781000,Actividades de agencias de empleo,SI,1,1,1
eco_acti_782000,,782000,Actividades de agencias de empleo temporal (incluye empresas de servicios transitorios),SI,1,1,1
eco_acti_783000,,783000,Otras actividades de dotación de recursos humanos,SI,1,1,1
eco_acti_791100,,791100,Actividades de agencias de viajes,SI,1,1,1
eco_acti_791200,,791200,Actividades de operadores turísticos,SI,1,1,1
eco_acti_799000,,799000,"Otros servicios de reservas y actividades conexas (incluye venta de entradas para teatro, y otros)",ND,1,1,1
eco_acti_801001,,801001,Servicios de seguridad privada prestados por empresas,ND,1,1,1
eco_acti_801002,,801002,Servicio de transporte de valores en vehículos blindados,SI,1,1,1
eco_acti_801003,,801003,Servicios de seguridad privada prestados por independientes,NO,2,1,1
eco_acti_802000,,802000,Actividades de servicios de sistemas de seguridad (incluye servicios de cerrajería),ND,1,1,1
eco_acti_803000,,803000,Actividades de investigación (incluye actividades de investigadores y detectives privados),ND,ND,1,1
eco_acti_811000,,811000,Actividades combinadas de apoyo a instalaciones,ND,ND,1,1
eco_acti_812100,,812100,Limpieza general de edificios,SI,1,1,1
eco_acti_812901,,812901,"Desratización, desinfección y exterminio de plagas no agrícolas",ND,1,1,1
eco_acti_812909,,812909,Otras actividades de limpieza de edificios e instalaciones industriales n.c.p.,SI,1,1,1
eco_acti_813000,,813000,"Actividades de paisajismo, servicios de jardinería y servicios conexos",SI,1,1,1
eco_acti_821100,,821100,Actividades combinadas de servicios administrativos de oficina,SI,1,1,1
eco_acti_821900,,821900,"Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo de oficina",SI,1,1,1
eco_acti_822000,,822000,Actividades de call-center,SI,1,1,1
eco_acti_823000,,823000,Organización de convenciones y exposiciones comerciales,ND,1,1,1
eco_acti_829110,,829110,Actividades de agencias de cobro,ND,1,1,1
eco_acti_829120,,829120,Actividades de agencias de calificación crediticia,ND,1,1,1
eco_acti_829200,,829200,Actividades de envasado y empaquetado,SI,1,1,1
eco_acti_829900,,829900,Otras actividades de servicios de apoyo a las empresas n.c.p.,SI,1,1,1
eco_acti_841100,,841100,Actividades de la administración pública en general,ND,1,0,1
eco_acti_841200,,841200,"Regulación de las actividades de organismos que prestan servicios sanitarios, educativos, culturales",ND,1,0,1
eco_acti_841300,,841300,Regulación y facilitación de la actividad económica,ND,1,0,1
eco_acti_842100,,842100,Relaciones exteriores,ND,1,0,1
eco_acti_842200,,842200,Actividades de defensa,ND,1,0,1
eco_acti_842300,,842300,Actividades de mantenimiento del orden público y de seguridad,ND,1,0,1
eco_acti_843010,,843010,Fondo nacional de salud (fonasa) ,ND,1,0,1
eco_acti_843020,,843020,Instituto de previsión social (ips),ND,1,0,1
eco_acti_843090,,843090,Otros planes de seguridad social de afiliación obligatoria n.c.p.,ND,1,0,1
eco_acti_850011,,850011,Enseñanza preescolar pública,NO,1,1,1
eco_acti_850012,,850012,"Enseñanza primaria, secundaria científico humanista y técnico profesional pública",NO,1,1,1
eco_acti_850021,,850021,Enseñanza preescolar privada,NO,1,1,1
eco_acti_850022,,850022,"Enseñanza primaria, secundaria científico humanista y técnico profesional privada",NO,1,1,1
eco_acti_853110,,853110,Enseñanza superior en universidades públicas,NO,1,0,1
eco_acti_853120,,853120,Enseñanza superior en universidades privadas,NO,1,0,1
eco_acti_853201,,853201,Enseñanza superior en institutos profesionales,NO,1,0,1
eco_acti_853202,,853202,Enseñanza superior en centros de formación técnica,NO,1,1,1
eco_acti_854100,,854100,Enseñanza deportiva y recreativa,SI,1,1,1
eco_acti_854200,,854200,Enseñanza cultural,NO,2,1,1
eco_acti_854901,,854901,Enseñanza preuniversitaria,NO,1,1,1
eco_acti_854902,,854902,Servicios personales de educación,NO,2,1,1
eco_acti_854909,,854909,Otros tipos de enseñanza n.c.p.,NO,1,1,1
eco_acti_855000,,855000,Actividades de apoyo a la enseñanza,ND,ND,1,1
eco_acti_861010,,861010,Actividades de hospitales y clínicas públicas,SI,1,0,1
eco_acti_861020,,861020,Actividades de hospitales y clínicas privadas,SI,1,1,1
eco_acti_862010,,862010,Actividades de centros de salud municipalizados (servicios de salud pública),ND,1,1,1
eco_acti_862021,,862021,Centros médicos privados (establecimientos de atención ambulatoria),ND,1,1,1
eco_acti_862022,,862022,Centros de atención odontológica privados (establecimientos de atención ambulatoria),ND,1,1,1
eco_acti_862031,,862031,Servicios de médicos prestados de forma independiente,NO,2,1,1
eco_acti_862032,,862032,Servicios de odontólogos prestados de forma independiente,NO,2,1,1
eco_acti_869010,,869010,Actividades de laboratorios clínicos y bancos de sangre,ND,1,1,1
eco_acti_869091,,869091,Otros servicios de atención de la salud humana prestados por empresas,ND,1,1,1
eco_acti_869092,,869092,Servicios prestados de forma independiente por otros profesionales de la salud,NO,2,1,1
eco_acti_871000,,871000,Actividades de atención de enfermería en instituciones,ND,1,1,1
eco_acti_872000,,872000,Actividades de atención en instituciones para personas con discapacidad mental y toxicómanos,ND,1,1,1
eco_acti_873000,,873000,Actividades de atención en instituciones para personas de edad y personas con discapacidad física,ND,1,1,1
eco_acti_879000,,879000,Otras actividades de atención en instituciones,ND,1,1,1
eco_acti_881000,,881000,Actividades de asistencia social sin alojamiento para personas de edad y personas con discapacidad,ND,1,1,1
eco_acti_889000,,889000,Otras actividades de asistencia social sin alojamiento,ND,1,1,1
eco_acti_900001,,900001,"Servicios de producción de obras de teatro, conciertos, espectáculos de danza, otras prod. escénicas",ND,1,1,1
eco_acti_900002,,900002,"Actividades artísticas realizadas por bandas de música, compañías de teatro, circenses y similares",SI,1,1,1
eco_acti_900003,,900003,"Actividades de artistas realizadas de forma independiente: actores, músicos, escritores, entre otros",NO,2,1,1
eco_acti_900004,,900004,Servicios prestados por periodistas independientes,NO,2,1,1
eco_acti_900009,,900009,"Otras actividades creativas, artísticas y de entretenimiento n.c.p.",ND,ND,1,1
eco_acti_910100,,910100,Actividades de bibliotecas y archivos,ND,1,1,1
eco_acti_910200,,910200,"Actividades de museos, gestión de lugares y edificios históricos",ND,1,1,1
