"id","parent_id/id","code","name","vat_affected","tax_category","internet_available","active"
eco_acti_31140,,31140,Servicios relacionados con la pesca marítima,SI,1,1,1
eco_acti_31200,,31200,Pesca de agua dulce,SI,1,1,1
eco_acti_32110,,32110,Cultivo y crianza de peces marinos,SI,1,1,1
eco_acti_32120,,32120,"Cultivo, reproducción y manejo de algas marinas",SI,1,1,1
eco_acti_32130,,32130,"Reproducción y cría de moluscos, crustáceos y gusanos marinos",SI,1,1,1
eco_acti_32140,,32140,Servicios relacionados con la acuicultura marina,SI,1,1,1
eco_acti_32200,,32200,Acuicultura de agua dulce,SI,1,1,1
eco_acti_40000,,40000,Extracción y procesamiento de cobre,SI,1,1,1
eco_acti_51000,,51000,Extracción de carbón de piedra,SI,1,1,1
eco_acti_52000,,52000,Extracción de lignito,SI,1,1,1
eco_acti_61000,,61000,Extracción de petróleo crudo,SI,1,1,1
eco_acti_62000,,62000,Extracción de gas natural,SI,1,1,1
eco_acti_71000,,71000,Extracción de minerales de hierro,SI,1,1,1
eco_acti_72100,,72100,Extracción de minerales de uranio y torio,SI,1,1,1
eco_acti_72910,,72910,Extracción de oro y plata,SI,1,1,1
eco_acti_72991,,72991,Extracción de zinc y plomo,SI,1,1,1
eco_acti_72992,,72992,Extracción de manganeso,SI,1,1,1
eco_acti_72999,,72999,"Extracción de otros minerales metalíferos no ferrosos n.c.p. (excepto zinc, plomo y manganeso)",SI,1,1,1
eco_acti_81000,,81000,"Extracción de piedra, arena y arcilla",SI,1,1,1
eco_acti_89110,,89110,Extracción y procesamiento de litio,SI,1,1,1
eco_acti_89190,,89190,Extracción de minerales para la fabricación de abonos y productos químicos n.c.p.,SI,1,1,1
eco_acti_89200,,89200,Extracción de turba,SI,1,1,1
eco_acti_89300,,89300,Extracción de sal,SI,1,1,1
eco_acti_89900,,89900,Explotación de otras minas y canteras n.c.p.,SI,1,1,1
eco_acti_91001,,91001,Actividades de apoyo para la extracción de petróleo y gas natural prestados por empresas,SI,1,1,1
eco_acti_91002,,91002,Actividades de apoyo para la extracción de petróleo y gas natural prestados por profesionales,NO,2,1,1
eco_acti_99001,,99001,Actividades de apoyo para la explotación de otras minas y canteras prestados por empresas,SI,1,1,1
eco_acti_99002,,99002,Actividades de apoyo para la explotación de otras minas y canteras prestados por profesionales,NO,2,1,1
eco_acti_101011,,101011,"Explotación de mataderos de bovinos, ovinos, equinos, caprinos, porcinos y camélidos ",SI,1,1,1
eco_acti_101019,,101019,Explotación de mataderos de aves y de otros tipos de animales n.c.p.,SI,1,1,1
eco_acti_101020,,101020,Elaboración y conservación de carne y productos cárnicos,SI,1,1,1
eco_acti_102010,,102010,Producción de harina de pescado,SI,1,1,1
eco_acti_102020,,102020,Elaboración y conservación de salmónidos,SI,1,1,1
eco_acti_102030,,102030,"Elaboración y conservación de otros pescados, en plantas en tierra (excepto barcos factoría)",SI,1,1,1
eco_acti_102040,,102040,"Elaboración y conservación de crustáceos, moluscos y otros productos acuáticos, en plantas en tierra",SI,1,1,1
eco_acti_102050,,102050,"Actividades de elaboración y conservación de pescado, realizadas en barcos factoría",SI,1,1,1
eco_acti_102060,,102060,Elaboración y procesamiento de algas,SI,1,1,1
eco_acti_103000,,103000,"Elaboración y conservación de frutas, legumbres y hortalizas",SI,1,1,1
eco_acti_104000,,104000,Elaboración de aceites y grasas de origen vegetal y animal (excepto elaboración de mantequilla),SI,1,1,1
eco_acti_105000,,105000,Elaboración de productos lácteos,SI,1,1,1
eco_acti_106101,,106101,"Molienda de trigo: producción de harina, sémola y gránulos",SI,1,1,1
eco_acti_106102,,106102,Molienda de arroz; producción de harina de arroz,SI,1,1,1
eco_acti_106109,,106109,Elaboración de otros productos de molinería n.c.p.,SI,1,1,1
eco_acti_106200,,106200,Elaboración de almidones y productos derivados del almidón,SI,1,1,1
eco_acti_107100,,107100,Elaboración de productos de panadería y pastelería,SI,1,1,1
eco_acti_107200,,107200,Elaboración de azúcar,SI,1,1,1
eco_acti_107300,,107300,"Elaboración de cacao, chocolate y de productos de confitería",SI,1,1,1
eco_acti_107400,,107400,"Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares",SI,1,1,1
eco_acti_107500,,107500,"Elaboración de comidas y platos preparados envasados, rotulados y con información nutricional",SI,1,1,1
eco_acti_107901,,107901,"Elaboración de té, café, mate e infusiones de hierbas",SI,1,1,1
eco_acti_107902,,107902,Elaboración de levaduras naturales o artificiales,SI,1,1,1
eco_acti_107903,,107903,"Elaboración de vinagres, mostazas, mayonesas y condimentos en general",SI,1,1,1
eco_acti_107909,,107909,Elaboración de otros productos alimenticios n.c.p.,SI,1,1,1
eco_acti_108000,,108000,Elaboración de piensos preparados para animales,SI,1,1,1
eco_acti_110110,,110110,Elaboración de pisco (industrias pisqueras),SI,1,1,1
eco_acti_110120,,110120,"Destilación, rectificación y mezclas de bebidas alcohólicas; excepto pisco",SI,1,1,1
eco_acti_110200,,110200,Elaboración de vinos,SI,1,1,1
eco_acti_110300,,110300,Elaboración de bebidas malteadas y de malta,SI,1,1,1
eco_acti_110401,,110401,Elaboración de bebidas no alcohólicas,SI,1,1,1
eco_acti_110402,,110402,Producción de aguas minerales y otras aguas embotelladas,SI,1,1,1
eco_acti_120001,,120001,Elaboración de cigarros y cigarrillos,SI,1,1,1
eco_acti_120009,,120009,Elaboración de otros productos de tabaco n.c.p.,SI,1,1,1
eco_acti_131100,,131100,Preparación e hilatura de fibras textiles,SI,1,1,1
eco_acti_131200,,131200,Tejedura de productos textiles,SI,1,1,1
eco_acti_131300,,131300,Acabado de productos textiles,SI,1,1,1
eco_acti_139100,,139100,Fabricación de tejidos de punto y ganchillo,SI,1,1,1
eco_acti_139200,,139200,"Fabricación de artículos confeccionados de materiales textiles, excepto prendas de vestir",SI,1,1,1
eco_acti_139300,,139300,Fabricación de tapices y alfombras,SI,1,1,1
eco_acti_139400,,139400,"Fabricación de cuerdas, cordeles, bramantes y redes",SI,1,1,1
eco_acti_139900,,139900,Fabricación de otros productos textiles n.c.p.,SI,1,1,1
eco_acti_141001,,141001,Fabricación de prendas de vestir de materiales textiles y similares,SI,1,1,1
eco_acti_141002,,141002,Fabricación de prendas de vestir de cuero natural o artificial,SI,1,1,1
eco_acti_141003,,141003,Fabricación de accesorios de vestir,SI,1,1,1
eco_acti_141004,,141004,Fabricación de ropa de trabajo,SI,1,1,1
eco_acti_142000,,142000,Fabricación de artículos de piel,SI,1,1,1
eco_acti_143000,,143000,Fabricación de artículos de punto y ganchillo,SI,1,1,1
eco_acti_151100,,151100,Curtido y adobo de cueros; adobo y teñido de pieles,SI,1,1,1
eco_acti_151200,,151200,"Fabricación de maletas, bolsos y artículos similares, artículos de talabartería y guarnicionería",SI,1,1,1
eco_acti_152000,,152000,Fabricación de calzado,SI,1,1,1
eco_acti_161000,,161000,Aserrado y acepilladura de madera,SI,1,1,1
eco_acti_162100,,162100,Fabricación de hojas de madera para enchapado y tableros a base de madera,SI,1,1,1
eco_acti_162200,,162200,Fabricación de partes y piezas de carpintería para edificios y construcciones,SI,1,1,1
eco_acti_162300,,162300,Fabricación de recipientes de madera,SI,1,1,1
eco_acti_162900,,162900,"Fabricación de otros productos de madera, de artículos de corcho, paja y materiales trenzables",SI,1,1,1
eco_acti_170110,,170110,Fabricación de celulosa y otras pastas de madera,SI,1,1,1
eco_acti_170190,,170190,Fabricación de papel y cartón para su posterior uso industrial n.c.p.,SI,1,1,1
eco_acti_170200,,170200,Fabricación de papel y cartón ondulado y de envases de papel y cartón,SI,1,1,1
eco_acti_170900,,170900,Fabricación de otros artículos de papel y cartón,SI,1,1,1
eco_acti_181101,,181101,Impresión de libros,SI,1,1,1
eco_acti_181109,,181109,Otras actividades de impresión n.c.p.,SI,1,1,1
eco_acti_181200,,181200,Actividades de servicios relacionadas con la impresión,SI,1,1,1
eco_acti_182000,,182000,Reproducción de grabaciones,SI,1,1,1
eco_acti_191000,,191000,Fabricación de productos de hornos de coque,SI,1,1,1
eco_acti_192000,,192000,Fabricación de productos de la refinación del petróleo,SI,1,1,1
eco_acti_201101,,201101,Fabricación de carbón vegetal (excepto activado); fabricación de briquetas de carbón vegetal,SI,1,1,1
eco_acti_201109,,201109,Fabricación de otras sustancias químicas básicas n.c.p.,SI,1,1,1
eco_acti_201200,,201200,Fabricación de abonos y compuestos de nitrógeno,SI,1,1,1
eco_acti_201300,,201300,Fabricación de plásticos y caucho sintético en formas primarias,SI,1,1,1
eco_acti_202100,,202100,Fabricación de plaguicidas y otros productos químicos de uso agropecuario,SI,1,1,1
eco_acti_202200,,202200,"Fabricación de pinturas, barnices y productos de revestimiento, tintas de imprenta y masillas",SI,1,1,1
eco_acti_202300,,202300,"Fabricación de jabones y detergentes, preparados para limpiar, perfumes y preparados de tocador",SI,1,1,1
eco_acti_202901,,202901,Fabricación de explosivos y productos pirotécnicos,SI,1,1,1
eco_acti_202909,,202909,Fabricación de otros productos químicos n.c.p.,SI,1,1,1
eco_acti_203000,,203000,Fabricación de fibras artificiales,SI,1,1,1
eco_acti_210000,,210000,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos",SI,1,1,1
eco_acti_221100,,221100,Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho,SI,1,1,1
eco_acti_221900,,221900,Fabricación de otros productos de caucho,SI,1,1,1
eco_acti_222000,,222000,Fabricación de productos de plástico,SI,1,1,1
eco_acti_231001,,231001,Fabricación de vidrio plano,SI,1,1,1
eco_acti_231002,,231002,Fabricación de vidrio hueco,SI,1,1,1
eco_acti_231003,,231003,Fabricación de fibras de vidrio,SI,1,1,1
eco_acti_231009,,231009,Fabricación de productos de vidrio n.c.p.,SI,1,1,1
eco_acti_239100,,239100,Fabricación de productos refractarios,SI,1,1,1
eco_acti_239200,,239200,Fabricación de materiales de construcción de arcilla,SI,1,1,1
eco_acti_239300,,239300,Fabricación de otros productos de porcelana y de cerámica,SI,1,1,1
eco_acti_239400,,239400,"Fabricación de cemento, cal y yeso",SI,1,1,1
eco_acti_239500,,239500,"Fabricación de artículos de hormigón, cemento y yeso",SI,1,1,1
eco_acti_239600,,239600,"Corte, talla y acabado de la piedra",SI,1,1,1
eco_acti_239900,,239900,Fabricación de otros productos minerales no metálicos n.c.p.,SI,1,1,1
eco_acti_241000,,241000,Industrias básicas de hierro y acero,SI,1,1,1
eco_acti_242001,,242001,Fabricación de productos primarios de cobre,SI,1,1,1
eco_acti_242002,,242002,Fabricación de productos primarios de aluminio,SI,1,1,1
eco_acti_242009,,242009,Fabricación de productos primarios de metales preciosos y de otros metales no ferrosos n.c.p.,SI,1,1,1
eco_acti_243100,,243100,Fundición de hierro y acero,SI,1,1,1
eco_acti_243200,,243200,Fundición de metales no ferrosos,SI,1,1,1
eco_acti_251100,,251100,Fabricación de productos metálicos para uso estructural,SI,1,1,1
eco_acti_251201,,251201,Fabricación de recipientes de metal para gases comprimidos o licuados,SI,1,1,1
eco_acti_251209,,251209,"Fabricación de tanques, depósitos y recipientes de metal n.c.p.",SI,1,1,1
eco_acti_251300,,251300,"Fabricación de generadores de vapor, excepto calderas de agua caliente para calefacción central",SI,1,1,1
eco_acti_252000,,252000,Fabricación de armas y municiones,SI,1,1,1
eco_acti_259100,,259100,"Forja, prensado, estampado y laminado de metales; pulvimetalurgia",SI,1,1,1
eco_acti_259200,,259200,Tratamiento y revestimiento de metales; maquinado,SI,1,1,1
eco_acti_259300,,259300,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",SI,1,1,1
eco_acti_259900,,259900,Fabricación de otros productos elaborados de metal n.c.p.,SI,1,1,1
eco_acti_261000,,261000,Fabricación de componentes y tableros electrónicos,SI,1,1,1
eco_acti_262000,,262000,Fabricación de computadores y equipo periférico,SI,1,1,1
eco_acti_263000,,263000,Fabricación de equipo de comunicaciones,SI,1,1,1
eco_acti_264000,,264000,Fabricación de aparatos electrónicos de consumo,SI,1,1,1
eco_acti_265100,,265100,"Fabricación de equipo de medición, prueba, navegación y control",SI,1,1,1
eco_acti_265200,,265200,Fabricación de relojes,SI,1,1,1
eco_acti_266000,,266000,Fabricación de equipo de irradiación y equipo electrónico de uso médico y terapéutico,SI,1,1,1
eco_acti_267000,,267000,Fabricación de instrumentos ópticos y equipo fotográfico,SI,1,1,1
eco_acti_268000,,268000,Fabricación de soportes magnéticos y ópticos,SI,1,1,1
eco_acti_271000,,271000,"Fabricación de motores, generadores y transformadores eléctricos, aparatos de distribución y control",SI,1,1,1
eco_acti_272000,,272000,"Fabricación de pilas, baterías y acumuladores",SI,1,1,1
eco_acti_273100,,273100,Fabricación de cables de fibra óptica,SI,1,1,1
eco_acti_273200,,273200,Fabricación de otros hilos y cables eléctricos,SI,1,1,1
eco_acti_273300,,273300,Fabricación de dispositivos de cableado,SI,1,1,1
eco_acti_274000,,274000,Fabricación de equipo eléctrico de iluminación,SI,1,1,1
eco_acti_275000,,275000,Fabricación de aparatos de uso doméstico,SI,1,1,1
eco_acti_279000,,279000,Fabricación de otros tipos de equipo eléctrico,SI,1,1,1
eco_acti_281100,,281100,"Fabricación de motores y turbinas, excepto para aeronaves, vehículos automotores y motocicletas",SI,1,1,1
eco_acti_281200,,281200,Fabricación de equipo de propulsión de fluidos,SI,1,1,1
eco_acti_281300,,281300,"Fabricación de otras bombas, compresores, grifos y válvulas",SI,1,1,1
eco_acti_281400,,281400,"Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión",SI,1,1,1
eco_acti_281500,,281500,"Fabricación de hornos, calderas y quemadores",SI,1,1,1
eco_acti_281600,,281600,Fabricación de equipo de elevación y manipulación,SI,1,1,1
eco_acti_281700,,281700,Fabricación de maquinaria y equipo de oficina (excepto computadores y equipo periférico),SI,1,1,1
eco_acti_281800,,281800,Fabricación de herramientas de mano motorizadas,SI,1,1,1
eco_acti_281900,,281900,Fabricación de otros tipos de maquinaria de uso general,SI,1,1,1
eco_acti_282100,,282100,Fabricación de maquinaria agropecuaria y forestal,SI,1,1,1
eco_acti_282200,,282200,Fabricación de maquinaria para la conformación de metales y de máquinas herramienta,SI,1,1,1
eco_acti_282300,,282300,Fabricación de maquinaria metalúrgica,SI,1,1,1
eco_acti_282400,,282400,Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción,SI,1,1,1
eco_acti_282500,,282500,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",SI,1,1,1
eco_acti_282600,,282600,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros",SI,1,1,1
eco_acti_282900,,282900,Fabricación de otros tipos de maquinaria de uso especial,SI,1,1,1
eco_acti_291000,,291000,Fabricación de vehículos automotores,SI,1,1,1
eco_acti_292000,,292000,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,SI,1,1,1
eco_acti_293000,,293000,"Fabricación de partes, piezas y accesorios para vehículos automotores",SI,1,1,1
eco_acti_301100,,301100,"Construcción de buques, embarcaciones menores y estructuras flotantes",SI,1,1,1
eco_acti_301200,,301200,Construcción de embarcaciones de recreo y de deporte,SI,1,1,1
eco_acti_302000,,302000,Fabricación de locomotoras y material rodante,SI,1,1,1
eco_acti_303000,,303000,"Fabricación de aeronaves, naves espaciales y maquinaria conexa",SI,1,1,1
eco_acti_304000,,304000,Fabricación de vehículos militares de combate,SI,1,1,1
eco_acti_309100,,309100,Fabricación de motocicletas,SI,1,1,1
eco_acti_309200,,309200,Fabricación de bicicletas y de sillas de ruedas,SI,1,1,1
eco_acti_309900,,309900,Fabricación de otros tipos de equipo de transporte n.c.p.,SI,1,1,1
eco_acti_310001,,310001,Fabricación de muebles principalmente de madera,SI,1,1,1
eco_acti_310009,,310009,Fabricación de colchones; fabricación de otros muebles n.c.p.,SI,1,1,1
eco_acti_321100,,321100,Fabricación de joyas y artículos conexos,SI,1,1,1
eco_acti_321200,,321200,Fabricación de bisutería y artículos conexos,SI,1,1,1
eco_acti_322000,,322000,Fabricación de instrumentos musicales,SI,1,1,1
eco_acti_323000,,323000,Fabricación de artículos de deporte,SI,1,1,1
eco_acti_324000,,324000,Fabricación de juegos y juguetes,SI,1,1,1
eco_acti_325001,,325001,Actividades de laboratorios dentales,SI,1,1,1
eco_acti_325009,,325009,"Fabricación de instrumentos y materiales médicos, oftalmológicos y odontológicos n.c.p.",SI,1,1,1
eco_acti_329000,,329000,Otras industrias manufactureras n.c.p.,SI,1,1,1
eco_acti_331100,,331100,Reparación de productos elaborados de metal,SI,1,1,1
eco_acti_331201,,331201,Reparación de maquinaria agropecuaria y forestal,SI,1,1,1
eco_acti_331202,,331202,"Reparación de maquinaria metalúrgica, para la minería, extracción de petróleo y para la construcción",SI,1,1,1
eco_acti_331203,,331203,"Reparación de maquinaria para la elaboración de alimentos, bebidas y tabaco",SI,1,1,1
eco_acti_331204,,331204,"Reparación de maquinaria para producir textiles, prendas de vestir, artículos de cuero y calzado  ",SI,1,1,1
eco_acti_331209,,331209,Reparación de otro tipo de maquinaria y equipos industriales n.c.p.,SI,1,1,1
eco_acti_331301,,331301,"Reparación de equipo de medición, prueba, navegación y control",SI,1,1,1
eco_acti_331309,,331309,Reparación de otros equipos electrónicos y ópticos n.c.p.,SI,1,1,1
eco_acti_331400,,331400,Reparación de equipo eléctrico (excepto reparación de equipo y enseres domésticos),SI,1,1,1
eco_acti_331501,,331501,"Reparación de buques, embarcaciones menores y estructuras flotantes",SI,1,1,1
eco_acti_331502,,331502,Reparación de aeronaves y naves espaciales,SI,1,1,1
eco_acti_331509,,331509,"Reparación de otros equipos de transporte n.c.p., excepto vehículos automotores",SI,1,1,1
eco_acti_331900,,331900,Reparación de otros tipos de equipo,SI,1,1,1
eco_acti_332000,,332000,Instalación de maquinaria y equipos industriales,SI,1,1,1
eco_acti_351011,,351011,Generación de energía eléctrica en centrales hidroeléctricas,SI,1,1,1
eco_acti_351012,,351012,Generación de energía eléctrica en centrales termoeléctricas,SI,1,1,1
eco_acti_351019,,351019,Generación de energía eléctrica en otras centrales n.c.p.,SI,1,1,1
eco_acti_351020,,351020,Transmisión de energía eléctrica,SI,1,1,1
eco_acti_351030,,351030,Distribución de energía eléctrica,SI,1,1,1
eco_acti_352010,,352010,Regasificación de gas natural licuado (gnl),SI,1,1,1
eco_acti_352020,,352020,"Fabricación de gas; distribución de combustibles gaseosos por tubería, excepto regasificación de gnl",SI,1,1,1
eco_acti_353001,,353001,Suministro de vapor y de aire acondicionado,SI,1,1,1
eco_acti_353002,,353002,Elaboración de hielo (excepto fabricación de hielo seco),SI,1,1,1
eco_acti_360000,,360000,"Captación, tratamiento y distribución de agua",ND,1,1,1
eco_acti_370000,,370000,Evacuación y tratamiento de aguas servidas,SI,1,1,1
eco_acti_381100,,381100,Recogida de desechos no peligrosos,SI,1,1,1
eco_acti_381200,,381200,Recogida de desechos peligrosos,SI,1,1,1
eco_acti_382100,,382100,Tratamiento y eliminación de desechos no peligrosos,SI,1,1,1
eco_acti_382200,,382200,Tratamiento y eliminación de desechos peligrosos,SI,1,1,1
eco_acti_383001,,383001,Recuperación y reciclamiento de desperdicios y desechos metálicos,SI,1,1,1
eco_acti_383002,,383002,Recuperación y reciclamiento de papel,SI,1,1,1
eco_acti_383003,,383003,Recuperación y reciclamiento de vidrio,SI,1,1,1
eco_acti_383009,,383009,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,SI,1,1,1
eco_acti_390000,,390000,Actividades de descontaminación y otros servicios de gestión de desechos,SI,1,1,1
eco_acti_410010,,410010,Construcción de edificios para uso residencial,SI,1,1,1
eco_acti_410020,,410020,Construcción de edificios para uso no residencial,SI,1,1,1
eco_acti_421000,,421000,Construcción de carreteras y líneas de ferrocarril,SI,1,1,1
eco_acti_422000,,422000,Construcción de proyectos de servicio público,SI,1,1,1
eco_acti_429000,,429000,Construcción de otras obras de ingeniería civil,SI,1,1,1
eco_acti_431100,,431100,Demolición,SI,1,1,1
eco_acti_431200,,431200,Preparación del terreno,SI,1,1,1
eco_acti_432100,,432100,Instalaciones eléctricas,SI,1,1,1
eco_acti_432200,,432200,"Instalaciones de gasfitería, calefacción y aire acondicionado",SI,1,1,1
eco_acti_432900,,432900,Otras instalaciones para obras de construcción,SI,1,1,1
eco_acti_433000,,433000,Terminación y acabado de edificios,SI,1,1,1
eco_acti_439000,,439000,Otras actividades especializadas de construcción,SI,1,1,1
eco_acti_451001,,451001,Venta al por mayor de vehículos automotores,SI,1,1,1
eco_acti_451002,,451002,Venta al por menor de vehículos automotores nuevos o usados (incluye compraventa),SI,1,1,1
eco_acti_452001,,452001,Servicio de lavado de vehículos automotores,ND,1,1,1
eco_acti_452002,,452002,Mantenimiento y reparación de vehículos automotores,ND,1,1,1
eco_acti_453000,,453000,"Venta de partes, piezas y accesorios para vehículos automotores",SI,1,1,1
eco_acti_454001,,454001,Venta de motocicletas,SI,1,1,1
eco_acti_454002,,454002,"Venta de partes, piezas y accesorios de motocicletas",SI,1,1,1
eco_acti_454003,,454003,Mantenimiento y reparación de motocicletas,ND,1,1,1
eco_acti_461001,,461001,Corretaje al por mayor de productos agrícolas,SI,1,1,1
eco_acti_461002,,461002,Corretaje al por mayor de ganado,SI,1,1,1
eco_acti_461009,,461009,Otros tipos de corretajes o remates al por mayor n.c.p.,SI,1,1,1
eco_acti_462010,,462010,Venta al por mayor de materias primas agrícolas,SI,1,1,1
eco_acti_462020,,462020,Venta al por mayor de animales vivos,SI,1,1,1
eco_acti_462090,,462090,Venta al por mayor de otras materias primas agropecuarias n.c.p.,SI,1,1,1
eco_acti_463011,,463011,Venta al por mayor de frutas y verduras,SI,1,1,1
eco_acti_463012,,463012,Venta al por mayor de carne y productos cárnicos,SI,1,1,1
eco_acti_463013,,463013,"Venta al por mayor de productos del mar (pescados, mariscos y algas)",SI,1,1,1
eco_acti_463014,,463014,Venta al por mayor de productos de confitería,SI,1,1,1
eco_acti_463019,,463019,"Venta al por mayor de huevos, lácteos, abarrotes y de otros alimentos n.c.p.",SI,1,1,1
eco_acti_463020,,463020,Venta al por mayor de bebidas alcohólicas y no alcohólicas,SI,1,1,1
eco_acti_463030,,463030,Venta al por mayor de tabaco,SI,1,1,1
eco_acti_464100,,464100,"Venta al por mayor de productos textiles, prendas de vestir y calzado",SI,1,1,1
eco_acti_464901,,464901,"Venta al por mayor de muebles, excepto muebles de oficina",SI,1,1,1
